0041,ブリュンヒルデ,英雄,風,,ランサー,110,42,35,36,7,女神飛騎,魔死飛騎,,,S,7,食料,34,両手,鎧,,,,,,,,貫通攻撃,0,師団活性,20,イベイド,50,多段攻撃,2,カブト割,20,堅守体躯,30,確率追撃,100,側面攻撃,15,リカバリＣ,10,師団指揮,10,自爆結界,100,光,1,ライト・インパルス,風,2,ロード・スピリット,風,3,セレスティ・ウィング,風,3,英霊召喚,風,4,天槍ニーベルング,メイン_通常,4207,100,86,88,32,1.7,2.55,20,20,
0042,悪ブリュンヒルデ,英雄,風,,ランサー,115,50,40,42,8,女魔神飛騎,神魔死飛騎,,,S,11,魔力,42,両手,鎧,,,,,,,,確率追撃,100,師団活性,35,パリング,50,必殺増加,25,カブト割,35,堅守体躯,40,致命必殺,75,側面攻撃,20,リカバリＣ,10,師団弱体,25,必殺耐性,30,闇,1,ブラッド・ランス,闇,3,ダークネス・ペイン,闇,2,ダーティ・ウィング,闇,4,黒騎招来,闇,4,黒槍ニーベルング,メイン_通常,4398,115,96,100,34,1,1.75,35,52,
0043,凶神ブリュンヒルデ,英雄,風,,ランサー,120,57,45,48,4,女魔神飛死夜,人神魔死飛騎,,,S,28,資源,76,両手,鎧,,,,,,,,確率追撃,100,師団弱体,50,全域攻撃,0,必殺増加,35,致命必殺,150,堅守体躯,50,次元斬撃,25,側面攻撃,30,リカバリＣ,10,夜行活性,50,全力攻撃,50,闇,1,ヴォイド・ザグナル,闇,2,カース・ジェイル,闇,3,ブラック・マリッジ,闇,4,邪霊創成,闇,5,獄刃ニーベルング,メイン_カオス,4590,129,106,112,26,1,2.5,25,44,
0051,ファナ,英雄,火,,ブレイダー,115,50,27,21,5,女神騎竜雷樹,魔竜獣海樹,,,S,7,食料,34,片手,鎧,,,,,,,,大雷撃陣,10,攻撃布陣,30,十字攻撃,0,必殺増加,25,カブト割,40,堅守体躯,45,竜鱗守護,80,雷撃砲弾,5,カブト割Ａ,15,師団指揮,10,全力攻撃,50,光,2,ライトニング,光,2,ソニックブレイカー,光,3,サンダーストーム,光,4,アブソリュート・レイ,光,5,迅雷剣バルムンク,メイン_通常,4398,115,71,59,28,1,1.5,40,40,
0052,悪ファナ,英雄,火,,ブレイダー,120,56,36,45,6,女魔神竜雷樹,神魔竜獣海樹,,,S,11,魔力,42,片手,鎧,,,,,,,,確率追撃,100,攻撃布陣,40,多段攻撃,2,必殺増加,30,致命必殺,60,堅守体躯,45,竜鱗守護,90,狂奔の牙,12,カブト割Ａ,15,心核穿ち,35,大雷撃陣,15,光,2,デュアルライトニング,闇,3,クルーエル・ダンス,闇,4,エレクトロンスレイブ,光,5,ディザスター・レイ,闇,5,獄雷双剣バルムンク,メイン_通常,4590,127,88,106,30,1.7,2.72,0,25,
0053,凶神ファナ,英雄,火,,ブレイダー,140,62,40,52,1,魔神竜雷飛夜,全,,,S,28,資源,76,片手,鎧,,,,,,,,大雷撃陣,20,反撃倍加,9,心核穿ち,100,必殺増加,50,致命必殺,125,堅守体躯,65,竜鱗守護,120,雷撃砲弾,15,カブト割Ａ,15,狂奔の牙,15,背水の陣,40,闇,2,ディセント,闇,3,ブラッディ・タロン,闇,3,ドラゴンスタンピード,闇,4,ファナティックハウル,闇,5,リベレーション,メイン_カオス,5355,139,96,119,20,2,4.5,0,25,
0061,フローラ,英雄,土,,デストロイヤー,110,44,24,18,10,女神樹海,魔蟲樹海死,,,S,7,食料,34,杖,法衣,,,,,,,,師団活性,15,対術結界,50,側面攻撃,15,カブト割,50,全域攻撃,0,堅守体躯,40,平等治癒,10,神術砲弾,9,兵士運搬Ｃ,0,樹霊指揮,12,城壁構築,400,土,2,慈母の抱擁,土,3,アースクエイク,土,3,豊穣の恵み,土,4,ガイアボルテックス,土,5,グリンブルスティ,メイン_通常,4207,104,65,53,38,1,1.5,50,50,
0062,悪フローラ,英雄,土,,デストロイヤー,115,51,28,21,11,女魔神樹海毒,魔神蟲樹海死,,,S,11,魔力,42,杖,法衣,,,,,,,,師団活性,20,対術吸収,35,側面攻撃,10,カブト割,35,多段攻撃,3,堅守体躯,45,大毒気陣,12,毒気砲弾,11,兵士運搬Ｃ,0,男性指揮,15,城壁崩し,400,闇,2,モラルハザード,闇,3,グランドクラッカー,闇,4,ジャガーノート,闇,4,グランドスクリーム,闇,5,悪鬼轟羅棍,メイン_通常,4398,117,73,59,40,2.05,3.07,35,35,
0063,凶神フローラ,英雄,土,,デストロイヤー,130,54,39,29,2,女魔神毒蟲飛夜,人男魔神樹海,,,S,28,資源,76,杖,法衣,,,,,,,,虹の毒撃,20,対術反射,50,心核穿ち,200,反撃異常,0,吸血攻撃,15,堅守体躯,60,蟲族活性,40,強酸砲弾,13,開幕毒気Ｓ,10,速度弱体,50,特攻防御,60,闇,2,カースド・コクーン,,2,バタフライエッセンス,闇,3,ソウルドレイン,闇,4,ヘル・コクーン,闇,5,ドミネイトパピヨン,メイン_カオス,4972,123,94,75,22,3,4.5,0,0,
0071,ウルル,英雄,水,,ヒーラー,105,10,19,13,6,女神器氷,人男女,,,S,7,食料,34,杖,法衣,,,,,,,,攻撃弱体,25,戦術補助,100,トレハン,28,イベイド,25,専守防衛,0,全体治癒,10,絶対治療,0,師団活性,25,師団活性Ｂ,15,戦術結界,85,戦意高揚,50,,1,ジ・アジュール,,2,バージン・スノウ,,3,疾風のフーガ,水,4,恋のルーン,水,5,ゴッデスブライド,メイン_通常,4016,38,55,44,30,1,1.5,0,0,
0072,悪ウルル,英雄,水,,ヒーラー,110,12,24,17,5,女魔神器氷,人魔神男女,,,S,11,魔力,42,杖,法衣,,,,,,,,術式増幅,10,戦術妨害,100,トレハン,28,イベイド,35,専守防衛,0,平等治癒,12,絶対治療,0,師団弱体,30,師団活性Ｂ,15,師団指揮,20,戦術妨害,100,,1,マルコシアス,,2,オリエンス・ラブ,闇,3,ユングフラウの鮮血,闇,4,終末のホルン,闇,5,メタリック・ゴッデス,メイン_通常,4207,42,65,51,28,1,1.5,0,0,
0073,凶神ウルル,英雄,水,,ヒーラー,125,34,44,18,1,女魔神死毒夜,神男女死,,,S,28,資源,76,杖,法衣,,,,,,,,愚者の嘘,2,大毒気陣,15,トレハン,28,神魔体躯,35,専守防衛,0,魔族医療,13,絶対治療,0,師団弱体,30,開幕毒気Ｓ,10,死者活性,30,リカバリ,50,闇,2,スクリーム・レイン,,3,イビル・オルタ,闇,4,死のオーバード,闇,4,デッド・カプリチオ,闇,5,フォールアウト,メイン_カオス,4781,84,104,53,20,1,1.5,0,0,
0081,ナンナ,英雄,光,,キャスター,100,36,25,16,4,女神飛器,魔死飛,,,S,9,食料,38,両手,法衣,,,,,,,,神術砲弾,6,全体治癒,6,致命必殺,50,確率追撃,100,次元斬撃,25,神魔体躯,25,対術結界,30,神族活性,20,バリアーＦ,5,兵士運搬,0,矮小体躯,20,,1,白神舞踏,光,2,モード・フギン,光,3,モード・ムニン,光,3,祝福のアルタール,光,4,グングニル・ミニ,メイン_通常,3825,88,67,49,26,1,1.5,25,44,
0082,悪ナンナ,英雄,闇,,キャスター,105,43,29,22,5,女魔神飛器,人魔死飛,,,S,13,魔力,46,両手,法衣,,,,,,,,神術砲弾,9,平等治癒,9,側面攻撃,15,多段攻撃,3,カブト割,40,神魔体躯,35,対術反射,30,飛行活性,10,バリアーＦ,5,必殺増加,25,挑発行為,0,闇,2,断罪舞踏,闇,3,モード・ガウト,闇,3,モード・グリーム,,4,モード・ヒルドルヴ,闇,4,グングニル・ミニ,メイン_通常,4016,102,75,61,28,2.05,3.07,40,40,
0083,凶神ナンナ,英雄,闇,,キャスター,115,50,42,11,1,女魔神器飛夜超,全,,,S,30,資源,80,両手,法衣,,,,,,,,解除攻撃,0,防御弱体,50,致命必殺,250,対術吸収,40,カブト割,50,神魔体躯,55,吸血攻撃,15,大強酸陣,10,防御弱体Ｊ,30,器兵指揮,15,必殺増加,30,闇,1,紅い花火,闇,3,お人形遊び,闇,3,お菓子作り,闇,5,戦争ごっこ,闇,5,エクリプセ,メイン_カオス,4398,115,100,40,20,1,3.5,50,63,
0084,光の主神ナンナ,英雄,光,,キャスター,110,41,41,32,7,女神飛器超,神魔死飛超,,,S,15,食料,50,両手,法衣,,,,,,,,神術砲弾,8,平等治癒,12,致命必殺,100,確率追撃,100,次元斬撃,50,神魔体躯,50,対術結界,60,神族活性,25,バリアーＦ,7,兵士運搬,0,矮小体躯,30,,2,白神舞踏,光,2,モード・フギン,光,3,モード・ムニン,光,5,主神光輝陣,光,5,グングニル,メイン_ロウ,4207,98,98,81,32,1,2,50,63,
0085,黒の主神ナンナ,英雄,闇,,キャスター,110,48,33,26,6,女魔神飛器超,神魔死飛超,,,S,16,魔力,52,両手,法衣,,,,,,,,神術砲弾,13,平等治癒,10,側面攻撃,25,多段攻撃,4,カブト割,50,神魔体躯,50,対術反射,40,飛行活性,15,バリアーＦ,7,必殺増加,35,挑発行為,0,闇,2,断罪舞踏,闇,3,モード・ガウト,闇,3,モード・グリーム,光,5,主神光輝陣,光,5,グングニル,メイン_ロウ,4207,112,82,69,30,2.4,3.6,50,50,
0091,ヴィザール,英雄,闇,,シューター,110,29,12,30,10,女魔神夜,魔神飛超,,,S,6,魔力,32,射撃,道具,,,,,,,,師団活性,20,対術結界,35,砲撃結界,35,多段攻撃,2,次元斬撃,25,神魔体躯,35,日中適応,0,範囲無効,0,師団活性Ｂ,15,魔族指揮,15,確率追撃,50,,1,月神舞踏,闇,2,ムーン・チャクラム,闇,2,蒼の月光,闇,2,ブリーキンダベル,闇,4,フェイテッド・ムーン,メイン_ロウ,4207,75,42,77,38,1.7,2.55,25,25,
0101,シギュン,英雄,闇,,シューター,105,22,16,24,8,女魔飛氷夜,男女男飛,,,S,6,魔力,32,射撃,法衣,,,,,,,,魔術砲弾,10,日中適応,0,多段攻撃,2,魅了攻撃,2,次元斬撃,20,標的後逸,0,確率追撃,50,男性活性,15,開幕砲弾Ｓ,5,男性指揮,10,師団弱体,15,闇,2,デンファレ・アロー,闇,3,チャーム・ヘイズ,闇,3,メッサリナ・シャフト,闇,4,アトラクト・レイ,闇,5,スコルソール,メイン_通常,4016,61,49,65,34,1.7,2.55,20,20,
0111,ヘルモーズ,英雄,土,,キャスター,100,6,9,12,7,女魔夜,神,,,S,4,魔力,28,杖,道具,,,,,,,,大魔術陣,6,対術結界,35,戦術結界,35,術式増幅,10,師団活性,20,専守防衛,0,全域無効,0,トレハン,14,トレハンＲ,0,魔術砲弾,4,戦術妨害,40,土,1,星刻の予兆,,3,救済の大予言,,3,凶兆の戒禁,,,,,,メイン_通常,メイン_通常,3825,30,36,42,32,1,1.5,0,0,
0112,予言者ヘルモーズ,英雄,土,,キャスター,105,13,16,18,9,女魔蟲毒夜,神蟲毒,,,S,7,魔力,34,杖,道具,,,,,,,,大魔術陣,12,対術結界,50,戦術結界,50,術式増幅,20,師団活性,30,専守防衛,0,全域無効,0,トレハン,28,トレハンＲ,0,魔術砲弾,7,戦術妨害,80,土,1,星刻の予兆,,3,救済の大予言,,3,凶兆の戒禁,土,4,宝輪ドラウプニル,土,4,バルドルの黙示,メイン_通常,4016,44,49,53,36,1,1.5,0,0,
0122,呪詛ヘルモーズ,英雄,土,,キャスター,115,38,30,24,2,女魔蟲毒夜,人魔神竜獣樹,,,S,13,魔力,46,杖,道具,,,,,,,,大毒気陣,12,対術結界,40,戦術結界,40,自己治癒,24,蟲族活性,30,専守防衛,0,全域無効,0,大強酸陣,8,開幕毒気Ｓ,10,強酸砲弾,8,蟲族指揮,15,土,1,星刻の予兆,,3,救済の大予言,,3,凶兆の戒禁,土,4,宝輪ドラウプニル,土,4,バルドルの黙示,クリア_Ｖハード,4398,92,77,65,22,1,1.5,0,0,
0131,ヨルム,英雄,土,,デストロイヤー,115,35,36,26,3,女魔毒竜器,神器獣竜,,,S,11,魔力,42,爪,盾,,,,,,,,強制異常,20,毒性活性,15,パリング,35,カブト割,25,心核穿ち,50,堅守体躯,35,虹の毒撃,15,毒気砲弾,5,側面攻撃Ａ,10,必殺増加,20,反撃耐性,60,土,1,ぶっとべー！,土,2,けずれろー！,土,3,はいだらー！,,4,シリアス・ウーンズ,,5,セブンス・ペイン,メイン_通常,4398,86,88,69,24,1.5,2.25,25,25,
0141,死神ヘイムダル,英雄,闇,,ガーダー,115,26,42,10,2,女死海氷騎夜,人魔神炎雷,,,S,11,資源,42,両手,盾,,,,,,,,反撃倍加,6,師団弱体,20,防御布陣,20,致命必殺,75,専守防衛,0,堅守体躯,40,必殺増加,15,報復の牙,10,師団弱体Ｊ,10,夜行指揮,15,十字無効,0,水,1,トリシューラ,水,2,ゴア・シンフォニー,水,2,トリアイナ,水,3,ロンゴミニアト,水,5,ヤーラルホーン,メイン_カオス,4398,69,100,38,22,1,1.75,0,25,
0142,ヘイムダル,英雄,闇,,ガーダー,115,29,49,13,8,女死海氷騎夜,人魔神炎雷,,,S,11,資源,42,両手,盾,,,,,,,,反撃倍加,5,師団弱体,15,防御布陣,30,前進防御,0,専守防衛,0,堅守体躯,50,砲撃結界,50,特攻防御,30,師団弱体Ｊ,10,師団指揮,15,十字無効,0,水,1,トリシューラ,水,2,ゴア・シンフォニー,水,2,トリアイナ,水,3,ロンゴミニアト,水,5,ヤーラルホーン,メイン_通常,4398,75,114,44,34,1,1.5,0,0,
0201,ヴェスラ,英雄,光,,キャスター,105,16,19,11,8,人女神器,魔魔魔死,,,S,6,食料,32,杖,法衣,,,,,,,,師団弱体,12,大神術陣,12,対術結界,30,全体治癒,8,神魔体躯,20,専守防衛,0,絶対治療,0,神族活性,15,師団活性Ｂ,10,神術砲弾,6,神族指揮,10,光,1,ヘイリッジ・シュペア,光,2,シルバーフォルト,光,3,グラオベイン,光,3,ハイリヒトゥーム,光,4,神杖クヴァーシル,その他,4016,49,55,40,34,1,1.5,0,0,
0202,ベルク,英雄,風,,デストロイヤー,115,41,34,43,12,男魔雷飛騎,飛海炎獣,,,S,10,魔力,40,爪,鎧,,,,,,,,魔族活性,20,イベイド,80,確率追撃,100,側面攻撃,15,カブト割,50,堅守体躯,45,兵士運搬,0,飛行指揮,15,兵士運搬Ｃ,0,魔族指揮,15,雷撃砲弾,12,風,2,アルメーコーアの鉤爪,風,3,ゲドルトシルト,,3,ヴァイゼ・ゲネラール,風,4,フリュムの爪嵐,風,5,艦爪ナグルファル,その他,4398,98,84,102,42,1,1.5,50,50,
0203,ジーク,英雄,火,,ブレイダー,115,55,37,17,6,男魔竜飛炎騎,神竜飛氷樹,,,S,10,魔力,40,片手,鎧,,,,,,,,大火炎陣,8,師団活性,10,全域攻撃,0,心核穿ち,100,次元斬撃,25,堅守体躯,50,竜鱗守護,100,異常耐性,0,必殺増加Ａ,10,竜族指揮,15,必殺増加,20,火,1,灰燼の刃,火,3,炎竜の誓い,火,4,ヘルブレイズ,火,3,ヴァラナート,火,5,タイラントブレイク,その他,4398,125,90,51,30,2,3,25,25,
0211,スルト,英雄,闇,火,デストロイヤー,135,90,90,22,10,男魔炎飛夜超,全,,,B,23,資源,66,両手,法衣,,,,,,,,大火炎陣,20,炎霊活性,50,狂奔の牙,15,心核穿ち,100,カブト割,75,神魔体躯,65,特攻防御,50,背水の陣,35,カブト割Ａ,15,魔族指揮,20,全域攻撃,0,闇,2,エンゲル・カルゲン,火,2,アインエッシェルング,火,4,カタストロフィ,闇,4,グルヴェイグ,火,5,大魔剣セイギャールン,クリア_ナイトメア,4488,179,179,56,34,2,3,75,75,
0221,レギン,英雄,水,,ブレイダー,105,34,32,34,10,女魔氷騎夜超,魔神炎夜,,,S,6,魔力,32,片手,鎧,,,,,,,,平等治癒,10,師団活性,15,側面攻撃,10,パリング,50,前進防御,0,堅守体躯,35,必殺耐性,20,心核穿ち,100,側面攻撃Ａ,10,背水の陣,20,多段攻撃,3,光,2,ブリッツ・ランツェ,無,3,アーミー・アングリフ,水,4,イデアール・エイス,光,3,フルーフ・ズィーゲル,光,4,霊剣グラム,その他,4016,84,81,84,38,2,3,0,0,
0231,ユミル,英雄,闇,,キャスター,125,84,71,29,14,女魔神飛夜超,全,,,A,36,資源,92,法衣,道具,,,,,,,,神術砲弾,16,地形無効,0,致命必殺,300,必殺増加,15,次元斬撃,30,神魔体躯,70,師団指揮,10,自己治癒,20,地形無効Ｃ,0,全域攻撃,0,特攻防御,40,闇,2,デザストル,闇,2,アンフェール,光,4,ルリジオンシエル,光,4,エレジー・シャルム,闇,5,ラグナロク,その他,4468,175,150,72,43,1,4,30,48,
0241,シャル,英雄,火,,ランサー,105,27,22,26,6,人女騎樹雷,飛獣器騎,,,S,6,食料,32,両手,鎧,,,,,,,,多段攻撃,2,反撃倍加,5,大雷撃陣,8,パリング,30,前進防御,0,堅守体躯,25,カブト割,25,樹霊活性,12,パリングＣ,10,攻撃布陣,20,全体治癒,6,火,2,ビーストアフレイド,火,3,ダスクハルバード,火,4,グローリー・ウォリアー,,,,,,,その他,4016,71,61,69,30,1.7,2.55,25,25,
0242,ブラギ,英雄,水,,キャスター,100,16,14,17,9,人女樹氷,炎,,,S,6,食料,32,法衣,道具,,,,,,,,戦術補助,50,攻撃弱体,16,師団弱体,10,専守防衛,0,術式増幅,15,砲撃結界,25,対術結界,25,氷霊活性,12,攻撃弱体Ｊ,10,戦術結界,25,城壁構築,180,,1,スノーストーム,水,3,アヴァランチ,水,4,ブリザード,,,,,,,クリア_ノーマル,3825,49,46,51,36,1,1.5,0,0,
0243,ウォーダン,英雄,風,,ランサー,115,38,29,41,9,男魔獣飛騎炎,神飛獣,,,S,8,魔力,36,両手,法衣,,,,,,,,必殺増加,20,側面攻撃,10,イベイド,80,パリング,40,扇形攻撃,0,致命必殺,50,多段攻撃,3,飛行活性,20,側面攻撃Ａ,10,飛行指揮,10,奇襲警戒,20,風,2,エアリアルスピア,風,3,ウィングフォール,風,5,フラル・スイシーダ,,,,,,,クリア_ハード,4398,92,75,98,36,2.05,3.07,0,25,
0245,オッテル卿,英雄,光,,ランサー,115,31,33,14,5,男神雷騎,魔竜樹,,,S,5,食料,30,両手,鎧,,,,,,,,攻撃布陣,35,扇形攻撃,0,城壁崩し,100,雷撃放射,10,雷霊活性,10,堅守体躯,30,特攻防御,40,反撃倍加,3,堅守体躯Ｃ,10,人間活性,10,騎士活性,10,光,2,チャージアタック,,3,モラル・ブースト,光,5,ウィル・フレイズマル,,,,,,,その他,4398,79,82,46,28,1,1.5,0,0,
0246,エリク,英雄,土,,ブレイダー,110,25,24,16,6,人男樹騎,魔騎,,,S,6,食料,32,片手,盾,,,,,,,,多段攻撃,1,攻撃布陣,10,神術放射,8,魔族弱体,10,パリング,20,側面攻撃,10,標的後逸,0,撃破金運,7,側面攻撃Ａ,5,資源工面,25,撃破金運,7,土,2,プランダー・キル,,3,ウィズダム・ガード,土,4,ブレイブレイド,,,,,,,クリア_イージー,4207,67,65,49,30,1.35,2.02,0,0,
0251,始祖神ティルカ,英雄,風,,ブレイダー,125,62,55,45,10,女神飛騎超,飛魔神樹死,,,A,21,資源,62,片手,鎧,,,,,,,,師団活性,20,パリング,75,イベイド,75,確率追撃,125,心核穿ち,50,堅守体躯,50,側面攻撃,15,カブト割,25,確率追撃Ａ,35,騎士指揮,20,飛行指揮,15,風,2,地砕撃,風,2,海龍爪,風,4,裂天森羅,風,5,ニーベルング,風,4,神威天衝,その他,4468,134,120,102,36,1.5,2.25,25,25,
0252,始祖神トール,英雄,火,,デストロイヤー,130,75,45,25,5,女神雷器超,魔海樹器竜,,,A,21,資源,62,両手,鎧,,,,,,,,全域攻撃,0,攻撃布陣,55,雷撃砲弾,10,カブト割,50,全力攻撃,75,堅守体躯,65,反撃耐性,90,側面攻撃,20,攻撃布陣Ｂ,35,雷霊活性,30,戦意高揚,200,光,2,ヤルングレイプル,,2,メギンギョルド,光,3,ウォール・クラフト,光,4,ライジング・アーク,光,5,ミョルニル,その他,4647,158,102,64,26,1.75,2.62,50,50,
0253,始祖神フレイヤ,英雄,土,,シューター,125,55,31,37,12,女神夜樹超,飛飛男夜,,,A,21,資源,62,射撃,法衣,,,,,,,,樹霊活性,30,砲撃結界,40,対術結界,40,強制異常,25,次元斬撃,25,堅守体躯,35,虹の毒撃,20,多段攻撃,5,地形無効Ｃ,0,魅了攻撃,2,神術砲弾,15,土,1,秋月の恵み,土,3,ルナ・シュート,,2,魅惑の月光,土,5,ブリーシンガメン,土,3,オーバー・ザ・ムーン,その他,4468,120,75,87,40,2.75,4.12,25,25,
0254,始祖神リグレット,英雄,水,,ガーダー,130,37,65,12,10,女神海氷騎超,炎魔器雷死,,,A,21,資源,62,両手,盾,,,,,,,,反撃倍加,8,師団弱体,30,防御布陣,40,前進防御,0,専守防衛,0,堅守体躯,75,範囲無効,0,特攻防御,50,師団弱体Ｊ,10,師団指揮,20,パリング,40,水,2,ストライク・ランス,水,2,ガード・ヒーリング,水,3,トライデント,水,3,ヤーラルホーン,水,5,ヘイムダル,クリア_バーサク４,4647,87,139,40,36,1,1.5,0,0,
0255,主神オーディン,英雄,光,,キャスター,135,87,57,15,12,女神飛雷器超,器魔神人死,,,B,28,資源,76,両手,法衣,,,,,,,,軍団攻撃,0,大神術陣,24,神族活性,50,多段攻撃,6,次元斬撃,50,神魔体躯,65,必殺増加,25,神術砲弾,20,次元斬撃Ａ,10,神族指揮,25,対術結界,100,,1,白神舞踏,光,2,モード・ノルナゲスト,光,3,モード・グラム,光,3,モード・スレイプニル,光,5,グングニル,クリア_バーサク５,4488,174,119,43,38,3.1,4.65,50,50,
0261,半熟のヒルデ,英雄,風,,シューター,105,27,21,21,4,女神飛器騎,魔飛獣夜,,,S,8,食料,36,射撃,鎧,,,,,,,,封印攻撃,0,飛行活性,15,確率追撃,75,多段攻撃,2,次元斬撃,5,神魔体躯,25,矮小体躯,40,イベイド,50,イベイドＣ,25,飛行指揮,15,解除攻撃,0,風,1,ピュア・セイバー,風,2,ゴッデス・ウィッシュ,,2,タイニー・ウィング,風,2,ピュア・ガーデン,風,3,ダンシング・レヴィン,新衣装,4016,71,59,59,26,1.7,2.55,5,5,
